"","Division","Colour","Alpha","Favourite","Prob"
"139","Curtin","#0000FFB6",0.713747645951036,"Coalition",0.856873822975518
"140","Durack","#0000FFDA",0.854232137276091,"Coalition",0.927116068638046
"141","Forrest","#0000FFA9",0.660796384251957,"Coalition",0.830398192125979
"142","Fremantle","#FF000086",0.526032315978456,"ALP",0.763016157989228
"143","Hasluck","#0000FF5A",0.351810879486232,"Coalition",0.675905439743116
"144","Moore","#0000FFBC",0.738033482669182,"Coalition",0.869016741334591
"145","OConnor","#0000FFDB",0.860496167774649,"Coalition",0.930248083887325
"146","Pearce","#0000FFB7",0.716361182498513,"Coalition",0.858180591249256
"147","Perth","#FF000099",0.599942083544487,"ALP",0.799971041772243
"148","Stirling","#0000FFA6",0.649061443395127,"Coalition",0.824530721697563
"149","Swan","#0000FF64",0.39131326598636,"Coalition",0.69565663299318
"150","Tangney","#0000FFBE",0.745524624929409,"Coalition",0.872762312464704
